time,State,Value,Variable,Date,Month,Year,State_Code
1925-09-01,Texas,66.2,Min Temperature,1925-09-01,9,1925,TX
1925-10-01,Texas,52.6,Min Temperature,1925-10-01,10,1925,TX
1925-11-01,Texas,40.1,Min Temperature,1925-11-01,11,1925,TX
1925-12-01,Texas,31.2,Min Temperature,1925-12-01,12,1925,TX
1926-01-01,Texas,30.8,Min Temperature,1926-01-01,1,1926,TX
1926-02-01,Texas,38.8,Min Temperature,1926-02-01,2,1926,TX
1926-03-01,Texas,42.1,Min Temperature,1926-03-01,3,1926,TX
1926-04-01,Texas,48.6,Min Temperature,1926-04-01,4,1926,TX
1926-05-01,Texas,59.0,Min Temperature,1926-05-01,5,1926,TX
1926-06-01,Texas,66.7,Min Temperature,1926-06-01,6,1926,TX
1926-07-01,Texas,68.8,Min Temperature,1926-07-01,7,1926,TX
1926-08-01,Texas,68.8,Min Temperature,1926-08-01,8,1926,TX
1926-09-01,Texas,66.0,Min Temperature,1926-09-01,9,1926,TX
1926-10-01,Texas,57.8,Min Temperature,1926-10-01,10,1926,TX
1926-11-01,Texas,39.0,Min Temperature,1926-11-01,11,1926,TX
1926-12-01,Texas,36.0,Min Temperature,1926-12-01,12,1926,TX
1927-01-01,Texas,35.1,Min Temperature,1927-01-01,1,1927,TX
1927-02-01,Texas,41.8,Min Temperature,1927-02-01,2,1927,TX
1927-03-01,Texas,43.1,Min Temperature,1927-03-01,3,1927,TX
1927-04-01,Texas,54.5,Min Temperature,1927-04-01,4,1927,TX
1927-05-01,Texas,63.8,Min Temperature,1927-05-01,5,1927,TX
1927-06-01,Texas,67.2,Min Temperature,1927-06-01,6,1927,TX
1927-07-01,Texas,69.8,Min Temperature,1927-07-01,7,1927,TX
1927-08-01,Texas,69.4,Min Temperature,1927-08-01,8,1927,TX
1927-09-01,Texas,64.8,Min Temperature,1927-09-01,9,1927,TX
1927-10-01,Texas,53.0,Min Temperature,1927-10-01,10,1927,TX
1927-11-01,Texas,48.0,Min Temperature,1927-11-01,11,1927,TX
1927-12-01,Texas,32.1,Min Temperature,1927-12-01,12,1927,TX
1928-01-01,Texas,33.1,Min Temperature,1928-01-01,1,1928,TX
1928-02-01,Texas,37.0,Min Temperature,1928-02-01,2,1928,TX
1928-03-01,Texas,45.0,Min Temperature,1928-03-01,3,1928,TX
1928-04-01,Texas,47.6,Min Temperature,1928-04-01,4,1928,TX
1928-05-01,Texas,59.5,Min Temperature,1928-05-01,5,1928,TX
1928-06-01,Texas,68.0,Min Temperature,1928-06-01,6,1928,TX
1928-07-01,Texas,71.0,Min Temperature,1928-07-01,7,1928,TX
1928-08-01,Texas,70.0,Min Temperature,1928-08-01,8,1928,TX
1928-09-01,Texas,62.1,Min Temperature,1928-09-01,9,1928,TX
1928-10-01,Texas,55.9,Min Temperature,1928-10-01,10,1928,TX
1928-11-01,Texas,41.6,Min Temperature,1928-11-01,11,1928,TX
1928-12-01,Texas,33.9,Min Temperature,1928-12-01,12,1928,TX
1929-01-01,Texas,33.2,Min Temperature,1929-01-01,1,1929,TX
1929-02-01,Texas,29.9,Min Temperature,1929-02-01,2,1929,TX
1929-03-01,Texas,44.8,Min Temperature,1929-03-01,3,1929,TX
1929-04-01,Texas,55.1,Min Temperature,1929-04-01,4,1929,TX
1929-05-01,Texas,59.4,Min Temperature,1929-05-01,5,1929,TX
1929-06-01,Texas,67.6,Min Temperature,1929-06-01,6,1929,TX
1929-07-01,Texas,69.7,Min Temperature,1929-07-01,7,1929,TX
1929-08-01,Texas,69.3,Min Temperature,1929-08-01,8,1929,TX
1929-09-01,Texas,63.1,Min Temperature,1929-09-01,9,1929,TX
1929-10-01,Texas,54.3,Min Temperature,1929-10-01,10,1929,TX
1929-11-01,Texas,36.7,Min Temperature,1929-11-01,11,1929,TX
1929-12-01,Texas,34.0,Min Temperature,1929-12-01,12,1929,TX
1930-01-01,Texas,25.2,Min Temperature,1930-01-01,1,1930,TX
1930-02-01,Texas,41.3,Min Temperature,1930-02-01,2,1930,TX
1930-03-01,Texas,39.6,Min Temperature,1930-03-01,3,1930,TX
1930-04-01,Texas,54.7,Min Temperature,1930-04-01,4,1930,TX
1930-05-01,Texas,60.4,Min Temperature,1930-05-01,5,1930,TX
1930-06-01,Texas,66.7,Min Temperature,1930-06-01,6,1930,TX
1930-07-01,Texas,69.9,Min Temperature,1930-07-01,7,1930,TX
1930-08-01,Texas,69.5,Min Temperature,1930-08-01,8,1930,TX
1930-09-01,Texas,64.7,Min Temperature,1930-09-01,9,1930,TX
1930-10-01,Texas,54.5,Min Temperature,1930-10-01,10,1930,TX
1930-11-01,Texas,42.4,Min Temperature,1930-11-01,11,1930,TX
1930-12-01,Texas,32.7,Min Temperature,1930-12-01,12,1930,TX
1931-01-01,Texas,35.2,Min Temperature,1931-01-01,1,1931,TX
1931-02-01,Texas,41.0,Min Temperature,1931-02-01,2,1931,TX
1931-03-01,Texas,37.6,Min Temperature,1931-03-01,3,1931,TX
1931-04-01,Texas,47.7,Min Temperature,1931-04-01,4,1931,TX
1931-05-01,Texas,56.2,Min Temperature,1931-05-01,5,1931,TX
1931-06-01,Texas,67.3,Min Temperature,1931-06-01,6,1931,TX
1931-07-01,Texas,70.2,Min Temperature,1931-07-01,7,1931,TX
1931-08-01,Texas,67.4,Min Temperature,1931-08-01,8,1931,TX
1931-09-01,Texas,67.4,Min Temperature,1931-09-01,9,1931,TX
1931-10-01,Texas,58.0,Min Temperature,1931-10-01,10,1931,TX
1931-11-01,Texas,47.0,Min Temperature,1931-11-01,11,1931,TX
1931-12-01,Texas,37.4,Min Temperature,1931-12-01,12,1931,TX
1932-01-01,Texas,35.5,Min Temperature,1932-01-01,1,1932,TX
1932-02-01,Texas,43.7,Min Temperature,1932-02-01,2,1932,TX
1932-03-01,Texas,38.0,Min Temperature,1932-03-01,3,1932,TX
1932-04-01,Texas,52.3,Min Temperature,1932-04-01,4,1932,TX
1932-05-01,Texas,59.8,Min Temperature,1932-05-01,5,1932,TX
1932-06-01,Texas,68.0,Min Temperature,1932-06-01,6,1932,TX
1932-07-01,Texas,70.9,Min Temperature,1932-07-01,7,1932,TX
1932-08-01,Texas,70.3,Min Temperature,1932-08-01,8,1932,TX
1932-09-01,Texas,63.1,Min Temperature,1932-09-01,9,1932,TX
1932-10-01,Texas,49.6,Min Temperature,1932-10-01,10,1932,TX
1932-11-01,Texas,35.9,Min Temperature,1932-11-01,11,1932,TX
1932-12-01,Texas,32.1,Min Temperature,1932-12-01,12,1932,TX
1933-01-01,Texas,38.7,Min Temperature,1933-01-01,1,1933,TX
1933-02-01,Texas,33.0,Min Temperature,1933-02-01,2,1933,TX
1933-03-01,Texas,45.2,Min Temperature,1933-03-01,3,1933,TX
1933-04-01,Texas,49.9,Min Temperature,1933-04-01,4,1933,TX
1933-05-01,Texas,61.2,Min Temperature,1933-05-01,5,1933,TX
1933-06-01,Texas,66.0,Min Temperature,1933-06-01,6,1933,TX
1933-07-01,Texas,71.3,Min Temperature,1933-07-01,7,1933,TX
1933-08-01,Texas,69.9,Min Temperature,1933-08-01,8,1933,TX
1933-09-01,Texas,68.6,Min Temperature,1933-09-01,9,1933,TX
1933-10-01,Texas,55.7,Min Temperature,1933-10-01,10,1933,TX
1933-11-01,Texas,43.6,Min Temperature,1933-11-01,11,1933,TX
1933-12-01,Texas,38.9,Min Temperature,1933-12-01,12,1933,TX
1934-01-01,Texas,35.2,Min Temperature,1934-01-01,1,1934,TX
1934-02-01,Texas,36.0,Min Temperature,1934-02-01,2,1934,TX
1934-03-01,Texas,39.5,Min Temperature,1934-03-01,3,1934,TX
1934-04-01,Texas,53.9,Min Temperature,1934-04-01,4,1934,TX
1934-05-01,Texas,60.2,Min Temperature,1934-05-01,5,1934,TX
1934-06-01,Texas,69.7,Min Temperature,1934-06-01,6,1934,TX
1934-07-01,Texas,71.5,Min Temperature,1934-07-01,7,1934,TX
1934-08-01,Texas,71.8,Min Temperature,1934-08-01,8,1934,TX
1934-09-01,Texas,63.2,Min Temperature,1934-09-01,9,1934,TX
1934-10-01,Texas,55.9,Min Temperature,1934-10-01,10,1934,TX
1934-11-01,Texas,45.6,Min Temperature,1934-11-01,11,1934,TX
1934-12-01,Texas,36.1,Min Temperature,1934-12-01,12,1934,TX
1935-01-01,Texas,37.0,Min Temperature,1935-01-01,1,1935,TX
1935-02-01,Texas,36.6,Min Temperature,1935-02-01,2,1935,TX
1935-03-01,Texas,48.9,Min Temperature,1935-03-01,3,1935,TX
1935-04-01,Texas,53.1,Min Temperature,1935-04-01,4,1935,TX
1935-05-01,Texas,58.9,Min Temperature,1935-05-01,5,1935,TX
1935-06-01,Texas,67.3,Min Temperature,1935-06-01,6,1935,TX
1935-07-01,Texas,70.2,Min Temperature,1935-07-01,7,1935,TX
1935-08-01,Texas,70.4,Min Temperature,1935-08-01,8,1935,TX
1935-09-01,Texas,61.9,Min Temperature,1935-09-01,9,1935,TX
1935-10-01,Texas,55.7,Min Temperature,1935-10-01,10,1935,TX
1935-11-01,Texas,42.1,Min Temperature,1935-11-01,11,1935,TX
1935-12-01,Texas,35.2,Min Temperature,1935-12-01,12,1935,TX
1936-01-01,Texas,30.1,Min Temperature,1936-01-01,1,1936,TX
1936-02-01,Texas,30.4,Min Temperature,1936-02-01,2,1936,TX
1936-03-01,Texas,45.7,Min Temperature,1936-03-01,3,1936,TX
1936-04-01,Texas,48.9,Min Temperature,1936-04-01,4,1936,TX
1936-05-01,Texas,61.6,Min Temperature,1936-05-01,5,1936,TX
1936-06-01,Texas,68.0,Min Temperature,1936-06-01,6,1936,TX
1936-07-01,Texas,69.9,Min Temperature,1936-07-01,7,1936,TX
1936-08-01,Texas,69.9,Min Temperature,1936-08-01,8,1936,TX
1936-09-01,Texas,66.1,Min Temperature,1936-09-01,9,1936,TX
1936-10-01,Texas,50.0,Min Temperature,1936-10-01,10,1936,TX
1936-11-01,Texas,39.2,Min Temperature,1936-11-01,11,1936,TX
1936-12-01,Texas,37.1,Min Temperature,1936-12-01,12,1936,TX
1937-01-01,Texas,32.2,Min Temperature,1937-01-01,1,1937,TX
1937-02-01,Texas,36.0,Min Temperature,1937-02-01,2,1937,TX
1937-03-01,Texas,39.9,Min Temperature,1937-03-01,3,1937,TX
1937-04-01,Texas,50.9,Min Temperature,1937-04-01,4,1937,TX
1937-05-01,Texas,60.9,Min Temperature,1937-05-01,5,1937,TX
1937-06-01,Texas,68.1,Min Temperature,1937-06-01,6,1937,TX
1937-07-01,Texas,70.6,Min Temperature,1937-07-01,7,1937,TX
1937-08-01,Texas,71.4,Min Temperature,1937-08-01,8,1937,TX
1937-09-01,Texas,64.3,Min Temperature,1937-09-01,9,1937,TX
1937-10-01,Texas,52.9,Min Temperature,1937-10-01,10,1937,TX
1937-11-01,Texas,40.0,Min Temperature,1937-11-01,11,1937,TX
1937-12-01,Texas,37.1,Min Temperature,1937-12-01,12,1937,TX
1938-01-01,Texas,36.8,Min Temperature,1938-01-01,1,1938,TX
1938-02-01,Texas,42.5,Min Temperature,1938-02-01,2,1938,TX
1938-03-01,Texas,48.6,Min Temperature,1938-03-01,3,1938,TX
1938-04-01,Texas,51.0,Min Temperature,1938-04-01,4,1938,TX
1938-05-01,Texas,60.5,Min Temperature,1938-05-01,5,1938,TX
1938-06-01,Texas,68.2,Min Temperature,1938-06-01,6,1938,TX
1938-07-01,Texas,70.2,Min Temperature,1938-07-01,7,1938,TX
1938-08-01,Texas,70.0,Min Temperature,1938-08-01,8,1938,TX
1938-09-01,Texas,62.9,Min Temperature,1938-09-01,9,1938,TX
1938-10-01,Texas,53.9,Min Temperature,1938-10-01,10,1938,TX
1938-11-01,Texas,38.1,Min Temperature,1938-11-01,11,1938,TX
1938-12-01,Texas,34.4,Min Temperature,1938-12-01,12,1938,TX
1939-01-01,Texas,36.5,Min Temperature,1939-01-01,1,1939,TX
1939-02-01,Texas,32.7,Min Temperature,1939-02-01,2,1939,TX
1939-03-01,Texas,44.9,Min Temperature,1939-03-01,3,1939,TX
1939-04-01,Texas,51.2,Min Temperature,1939-04-01,4,1939,TX
1939-05-01,Texas,61.4,Min Temperature,1939-05-01,5,1939,TX
1939-06-01,Texas,68.8,Min Temperature,1939-06-01,6,1939,TX
1939-07-01,Texas,70.8,Min Temperature,1939-07-01,7,1939,TX
1939-08-01,Texas,68.5,Min Temperature,1939-08-01,8,1939,TX
1939-09-01,Texas,64.6,Min Temperature,1939-09-01,9,1939,TX
1939-10-01,Texas,54.3,Min Temperature,1939-10-01,10,1939,TX
1939-11-01,Texas,40.1,Min Temperature,1939-11-01,11,1939,TX
1939-12-01,Texas,36.2,Min Temperature,1939-12-01,12,1939,TX
1940-01-01,Texas,24.4,Min Temperature,1940-01-01,1,1940,TX
1940-02-01,Texas,35.7,Min Temperature,1940-02-01,2,1940,TX
1940-03-01,Texas,43.2,Min Temperature,1940-03-01,3,1940,TX
1940-04-01,Texas,50.7,Min Temperature,1940-04-01,4,1940,TX
1940-05-01,Texas,59.2,Min Temperature,1940-05-01,5,1940,TX
1940-06-01,Texas,65.1,Min Temperature,1940-06-01,6,1940,TX
1940-07-01,Texas,69.5,Min Temperature,1940-07-01,7,1940,TX
1940-08-01,Texas,68.0,Min Temperature,1940-08-01,8,1940,TX
1940-09-01,Texas,61.8,Min Temperature,1940-09-01,9,1940,TX
1940-10-01,Texas,53.5,Min Temperature,1940-10-01,10,1940,TX
1940-11-01,Texas,41.1,Min Temperature,1940-11-01,11,1940,TX
1940-12-01,Texas,38.2,Min Temperature,1940-12-01,12,1940,TX
1941-01-01,Texas,37.3,Min Temperature,1941-01-01,1,1941,TX
1941-02-01,Texas,37.5,Min Temperature,1941-02-01,2,1941,TX
1941-03-01,Texas,39.8,Min Temperature,1941-03-01,3,1941,TX
1941-04-01,Texas,53.0,Min Temperature,1941-04-01,4,1941,TX
1941-05-01,Texas,61.7,Min Temperature,1941-05-01,5,1941,TX
1941-06-01,Texas,66.2,Min Temperature,1941-06-01,6,1941,TX
1941-07-01,Texas,69.4,Min Temperature,1941-07-01,7,1941,TX
1941-08-01,Texas,69.1,Min Temperature,1941-08-01,8,1941,TX
1941-09-01,Texas,65.4,Min Temperature,1941-09-01,9,1941,TX
1941-10-01,Texas,59.3,Min Temperature,1941-10-01,10,1941,TX
1941-11-01,Texas,40.4,Min Temperature,1941-11-01,11,1941,TX
1941-12-01,Texas,37.1,Min Temperature,1941-12-01,12,1941,TX
1942-01-01,Texas,30.1,Min Temperature,1942-01-01,1,1942,TX
1942-02-01,Texas,35.0,Min Temperature,1942-02-01,2,1942,TX
1942-03-01,Texas,40.0,Min Temperature,1942-03-01,3,1942,TX
1942-04-01,Texas,52.8,Min Temperature,1942-04-01,4,1942,TX
1942-05-01,Texas,59.2,Min Temperature,1942-05-01,5,1942,TX
1942-06-01,Texas,67.7,Min Temperature,1942-06-01,6,1942,TX
1942-07-01,Texas,68.8,Min Temperature,1942-07-01,7,1942,TX
1942-08-01,Texas,69.4,Min Temperature,1942-08-01,8,1942,TX
1942-09-01,Texas,60.7,Min Temperature,1942-09-01,9,1942,TX
1942-10-01,Texas,52.6,Min Temperature,1942-10-01,10,1942,TX
1942-11-01,Texas,44.1,Min Temperature,1942-11-01,11,1942,TX
1942-12-01,Texas,35.2,Min Temperature,1942-12-01,12,1942,TX
1943-01-01,Texas,31.6,Min Temperature,1943-01-01,1,1943,TX
1943-02-01,Texas,37.6,Min Temperature,1943-02-01,2,1943,TX
1943-03-01,Texas,38.8,Min Temperature,1943-03-01,3,1943,TX
1943-04-01,Texas,54.3,Min Temperature,1943-04-01,4,1943,TX
1943-05-01,Texas,60.3,Min Temperature,1943-05-01,5,1943,TX
1943-06-01,Texas,68.6,Min Temperature,1943-06-01,6,1943,TX
1943-07-01,Texas,70.0,Min Temperature,1943-07-01,7,1943,TX
1943-08-01,Texas,71.3,Min Temperature,1943-08-01,8,1943,TX
1943-09-01,Texas,62.0,Min Temperature,1943-09-01,9,1943,TX
1943-10-01,Texas,50.2,Min Temperature,1943-10-01,10,1943,TX
1943-11-01,Texas,38.9,Min Temperature,1943-11-01,11,1943,TX
1943-12-01,Texas,33.0,Min Temperature,1943-12-01,12,1943,TX
1944-01-01,Texas,32.5,Min Temperature,1944-01-01,1,1944,TX
1944-02-01,Texas,41.6,Min Temperature,1944-02-01,2,1944,TX
1944-03-01,Texas,41.8,Min Temperature,1944-03-01,3,1944,TX
1944-04-01,Texas,49.8,Min Temperature,1944-04-01,4,1944,TX
1944-05-01,Texas,59.0,Min Temperature,1944-05-01,5,1944,TX
1944-06-01,Texas,68.7,Min Temperature,1944-06-01,6,1944,TX
1944-07-01,Texas,70.0,Min Temperature,1944-07-01,7,1944,TX
1944-08-01,Texas,70.1,Min Temperature,1944-08-01,8,1944,TX
1944-09-01,Texas,62.2,Min Temperature,1944-09-01,9,1944,TX
1944-10-01,Texas,51.4,Min Temperature,1944-10-01,10,1944,TX
1944-11-01,Texas,44.2,Min Temperature,1944-11-01,11,1944,TX
1944-12-01,Texas,32.5,Min Temperature,1944-12-01,12,1944,TX
1945-01-01,Texas,34.2,Min Temperature,1945-01-01,1,1945,TX
1945-02-01,Texas,38.6,Min Temperature,1945-02-01,2,1945,TX
1945-03-01,Texas,48.0,Min Temperature,1945-03-01,3,1945,TX
1945-04-01,Texas,50.0,Min Temperature,1945-04-01,4,1945,TX
1945-05-01,Texas,58.5,Min Temperature,1945-05-01,5,1945,TX
1945-06-01,Texas,66.7,Min Temperature,1945-06-01,6,1945,TX
1945-07-01,Texas,69.3,Min Temperature,1945-07-01,7,1945,TX
1945-08-01,Texas,69.4,Min Temperature,1945-08-01,8,1945,TX
1945-09-01,Texas,63.4,Min Temperature,1945-09-01,9,1945,TX
1945-10-01,Texas,51.8,Min Temperature,1945-10-01,10,1945,TX
1945-11-01,Texas,43.8,Min Temperature,1945-11-01,11,1945,TX
1945-12-01,Texas,32.0,Min Temperature,1945-12-01,12,1945,TX
1946-01-01,Texas,32.9,Min Temperature,1946-01-01,1,1946,TX
1946-02-01,Texas,36.8,Min Temperature,1946-02-01,2,1946,TX
1946-03-01,Texas,44.6,Min Temperature,1946-03-01,3,1946,TX
1946-04-01,Texas,55.1,Min Temperature,1946-04-01,4,1946,TX
1946-05-01,Texas,59.7,Min Temperature,1946-05-01,5,1946,TX
1946-06-01,Texas,66.6,Min Temperature,1946-06-01,6,1946,TX
1946-07-01,Texas,69.9,Min Temperature,1946-07-01,7,1946,TX
1946-08-01,Texas,70.1,Min Temperature,1946-08-01,8,1946,TX
1946-09-01,Texas,65.3,Min Temperature,1946-09-01,9,1946,TX
1946-10-01,Texas,56.4,Min Temperature,1946-10-01,10,1946,TX
1946-11-01,Texas,42.9,Min Temperature,1946-11-01,11,1946,TX
1946-12-01,Texas,38.3,Min Temperature,1946-12-01,12,1946,TX
1947-01-01,Texas,32.3,Min Temperature,1947-01-01,1,1947,TX
1947-02-01,Texas,30.4,Min Temperature,1947-02-01,2,1947,TX
1947-03-01,Texas,38.3,Min Temperature,1947-03-01,3,1947,TX
1947-04-01,Texas,51.4,Min Temperature,1947-04-01,4,1947,TX
1947-05-01,Texas,59.3,Min Temperature,1947-05-01,5,1947,TX
1947-06-01,Texas,68.2,Min Temperature,1947-06-01,6,1947,TX
1947-07-01,Texas,69.2,Min Temperature,1947-07-01,7,1947,TX
1947-08-01,Texas,69.7,Min Temperature,1947-08-01,8,1947,TX
1947-09-01,Texas,63.3,Min Temperature,1947-09-01,9,1947,TX
1947-10-01,Texas,58.1,Min Temperature,1947-10-01,10,1947,TX
1947-11-01,Texas,39.3,Min Temperature,1947-11-01,11,1947,TX
1947-12-01,Texas,35.5,Min Temperature,1947-12-01,12,1947,TX
1948-01-01,Texas,28.0,Min Temperature,1948-01-01,1,1948,TX
1948-02-01,Texas,36.0,Min Temperature,1948-02-01,2,1948,TX
1948-03-01,Texas,40.7,Min Temperature,1948-03-01,3,1948,TX
1948-04-01,Texas,54.7,Min Temperature,1948-04-01,4,1948,TX
1948-05-01,Texas,61.5,Min Temperature,1948-05-01,5,1948,TX
1948-06-01,Texas,68.7,Min Temperature,1948-06-01,6,1948,TX
1948-07-01,Texas,70.9,Min Temperature,1948-07-01,7,1948,TX
1948-08-01,Texas,69.5,Min Temperature,1948-08-01,8,1948,TX
1948-09-01,Texas,61.9,Min Temperature,1948-09-01,9,1948,TX
1948-10-01,Texas,51.4,Min Temperature,1948-10-01,10,1948,TX
1948-11-01,Texas,39.1,Min Temperature,1948-11-01,11,1948,TX
1948-12-01,Texas,37.7,Min Temperature,1948-12-01,12,1948,TX
1949-01-01,Texas,30.0,Min Temperature,1949-01-01,1,1949,TX
1949-02-01,Texas,39.1,Min Temperature,1949-02-01,2,1949,TX
1949-03-01,Texas,43.9,Min Temperature,1949-03-01,3,1949,TX
1949-04-01,Texas,49.9,Min Temperature,1949-04-01,4,1949,TX
1949-05-01,Texas,62.6,Min Temperature,1949-05-01,5,1949,TX
1949-06-01,Texas,67.7,Min Temperature,1949-06-01,6,1949,TX
1949-07-01,Texas,70.5,Min Temperature,1949-07-01,7,1949,TX
1949-08-01,Texas,67.3,Min Temperature,1949-08-01,8,1949,TX
1949-09-01,Texas,63.4,Min Temperature,1949-09-01,9,1949,TX
1949-10-01,Texas,53.6,Min Temperature,1949-10-01,10,1949,TX
1949-11-01,Texas,41.0,Min Temperature,1949-11-01,11,1949,TX
1949-12-01,Texas,37.3,Min Temperature,1949-12-01,12,1949,TX
1950-01-01,Texas,39.4,Min Temperature,1950-01-01,1,1950,TX
1950-02-01,Texas,40.6,Min Temperature,1950-02-01,2,1950,TX
1950-03-01,Texas,41.2,Min Temperature,1950-03-01,3,1950,TX
1950-04-01,Texas,51.4,Min Temperature,1950-04-01,4,1950,TX
1950-05-01,Texas,61.2,Min Temperature,1950-05-01,5,1950,TX
1950-06-01,Texas,67.5,Min Temperature,1950-06-01,6,1950,TX
1950-07-01,Texas,69.5,Min Temperature,1950-07-01,7,1950,TX
1950-08-01,Texas,67.2,Min Temperature,1950-08-01,8,1950,TX
1950-09-01,Texas,63.8,Min Temperature,1950-09-01,9,1950,TX
1950-10-01,Texas,55.3,Min Temperature,1950-10-01,10,1950,TX
1950-11-01,Texas,38.6,Min Temperature,1950-11-01,11,1950,TX
1950-12-01,Texas,31.8,Min Temperature,1950-12-01,12,1950,TX
1951-01-01,Texas,30.8,Min Temperature,1951-01-01,1,1951,TX
1951-02-01,Texas,35.5,Min Temperature,1951-02-01,2,1951,TX
1951-03-01,Texas,42.5,Min Temperature,1951-03-01,3,1951,TX
1951-04-01,Texas,49.7,Min Temperature,1951-04-01,4,1951,TX
1951-05-01,Texas,60.2,Min Temperature,1951-05-01,5,1951,TX
1951-06-01,Texas,68.0,Min Temperature,1951-06-01,6,1951,TX
1951-07-01,Texas,71.9,Min Temperature,1951-07-01,7,1951,TX
1951-08-01,Texas,71.3,Min Temperature,1951-08-01,8,1951,TX
1951-09-01,Texas,64.1,Min Temperature,1951-09-01,9,1951,TX
1951-10-01,Texas,55.1,Min Temperature,1951-10-01,10,1951,TX
1951-11-01,Texas,39.1,Min Temperature,1951-11-01,11,1951,TX
1951-12-01,Texas,36.0,Min Temperature,1951-12-01,12,1951,TX
1952-01-01,Texas,40.1,Min Temperature,1952-01-01,1,1952,TX
1952-02-01,Texas,38.9,Min Temperature,1952-02-01,2,1952,TX
1952-03-01,Texas,41.2,Min Temperature,1952-03-01,3,1952,TX
1952-04-01,Texas,49.6,Min Temperature,1952-04-01,4,1952,TX
1952-05-01,Texas,58.3,Min Temperature,1952-05-01,5,1952,TX
1952-06-01,Texas,69.5,Min Temperature,1952-06-01,6,1952,TX
1952-07-01,Texas,69.8,Min Temperature,1952-07-01,7,1952,TX
1952-08-01,Texas,72.2,Min Temperature,1952-08-01,8,1952,TX
1952-09-01,Texas,61.8,Min Temperature,1952-09-01,9,1952,TX
1952-10-01,Texas,46.1,Min Temperature,1952-10-01,10,1952,TX
1952-11-01,Texas,41.2,Min Temperature,1952-11-01,11,1952,TX
1952-12-01,Texas,33.8,Min Temperature,1952-12-01,12,1952,TX
1953-01-01,Texas,36.5,Min Temperature,1953-01-01,1,1953,TX
1953-02-01,Texas,36.1,Min Temperature,1953-02-01,2,1953,TX
1953-03-01,Texas,49.0,Min Temperature,1953-03-01,3,1953,TX
1953-04-01,Texas,50.4,Min Temperature,1953-04-01,4,1953,TX
1953-05-01,Texas,60.0,Min Temperature,1953-05-01,5,1953,TX
1953-06-01,Texas,71.6,Min Temperature,1953-06-01,6,1953,TX
1953-07-01,Texas,71.8,Min Temperature,1953-07-01,7,1953,TX
1953-08-01,Texas,69.7,Min Temperature,1953-08-01,8,1953,TX
1953-09-01,Texas,61.3,Min Temperature,1953-09-01,9,1953,TX
1953-10-01,Texas,54.2,Min Temperature,1953-10-01,10,1953,TX
1953-11-01,Texas,40.9,Min Temperature,1953-11-01,11,1953,TX
1953-12-01,Texas,31.9,Min Temperature,1953-12-01,12,1953,TX
1954-01-01,Texas,35.0,Min Temperature,1954-01-01,1,1954,TX
1954-02-01,Texas,39.9,Min Temperature,1954-02-01,2,1954,TX
1954-03-01,Texas,42.0,Min Temperature,1954-03-01,3,1954,TX
1954-04-01,Texas,56.9,Min Temperature,1954-04-01,4,1954,TX
1954-05-01,Texas,58.0,Min Temperature,1954-05-01,5,1954,TX
1954-06-01,Texas,68.5,Min Temperature,1954-06-01,6,1954,TX
1954-07-01,Texas,71.8,Min Temperature,1954-07-01,7,1954,TX
1954-08-01,Texas,71.3,Min Temperature,1954-08-01,8,1954,TX
1954-09-01,Texas,65.5,Min Temperature,1954-09-01,9,1954,TX
1954-10-01,Texas,55.7,Min Temperature,1954-10-01,10,1954,TX
1954-11-01,Texas,40.6,Min Temperature,1954-11-01,11,1954,TX
1954-12-01,Texas,35.6,Min Temperature,1954-12-01,12,1954,TX
1955-01-01,Texas,34.5,Min Temperature,1955-01-01,1,1955,TX
1955-02-01,Texas,35.6,Min Temperature,1955-02-01,2,1955,TX
1955-03-01,Texas,43.9,Min Temperature,1955-03-01,3,1955,TX
1955-04-01,Texas,55.0,Min Temperature,1955-04-01,4,1955,TX
1955-05-01,Texas,62.2,Min Temperature,1955-05-01,5,1955,TX
1955-06-01,Texas,65.5,Min Temperature,1955-06-01,6,1955,TX
1955-07-01,Texas,70.5,Min Temperature,1955-07-01,7,1955,TX
1955-08-01,Texas,69.4,Min Temperature,1955-08-01,8,1955,TX
1955-09-01,Texas,65.7,Min Temperature,1955-09-01,9,1955,TX
1955-10-01,Texas,51.7,Min Temperature,1955-10-01,10,1955,TX
1955-11-01,Texas,40.2,Min Temperature,1955-11-01,11,1955,TX
1955-12-01,Texas,34.7,Min Temperature,1955-12-01,12,1955,TX
1956-01-01,Texas,32.8,Min Temperature,1956-01-01,1,1956,TX
1956-02-01,Texas,36.8,Min Temperature,1956-02-01,2,1956,TX
1956-03-01,Texas,42.5,Min Temperature,1956-03-01,3,1956,TX
1956-04-01,Texas,50.9,Min Temperature,1956-04-01,4,1956,TX
1956-05-01,Texas,63.1,Min Temperature,1956-05-01,5,1956,TX
1956-06-01,Texas,69.1,Min Temperature,1956-06-01,6,1956,TX
1956-07-01,Texas,70.8,Min Temperature,1956-07-01,7,1956,TX
1956-08-01,Texas,69.6,Min Temperature,1956-08-01,8,1956,TX
1956-09-01,Texas,63.1,Min Temperature,1956-09-01,9,1956,TX
1956-10-01,Texas,55.4,Min Temperature,1956-10-01,10,1956,TX
1956-11-01,Texas,38.4,Min Temperature,1956-11-01,11,1956,TX
1956-12-01,Texas,36.6,Min Temperature,1956-12-01,12,1956,TX
1957-01-01,Texas,35.4,Min Temperature,1957-01-01,1,1957,TX
